Legende	layer.Nr	THICK	STONEF	PSIF	THETAF	THSAT	BEXP	KF	WETINF	SWATMX
868	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
868	3	0.2	0.2	-25	0.365	0.485	5.3	13.1	0.92	77.6
868	4	0.15	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
868	5	0.6	0.2	-7	0.188	0.395	4.05	4	0.92	189.6
868	6	0.25	0.2	-7	0.188	0.395	4.05	4	0.92	79
869	1	0.05	0.1	-25	0.365	0.485	5.3	13.1	0.92	21.825
869	2	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
869	3	0.03	0.9	-25	0.365	0.485	5.3	13.1	0.92	1.455
870	1	0.04	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	13.92
870	2	0.46	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	150.88
870	3	0.2	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	65.6
870	4	0.5	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	174
871	1	0.05	0.2	-25	0.365	0.485	5.3	13.1	0.92	19.4
871	2	0.25	0.2	-25	0.365	0.485	5.3	13.1	0.92	97
871	3	0.7	0.2	-25	0.365	0.485	5.3	13.1	0.92	271.6
871	4	0.2	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	8.7
872	1	0.04	0.1	-25	0.365	0.485	5.3	13.1	0.92	17.46
872	2	0.11	0.2	-25	0.365	0.485	5.3	13.1	0.92	42.68
872	3	0.25	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
872	4	0.15	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
872	5	0.45	0	-7	0.188	0.395	4.05	4	0.92	177.75
873	1	0.02	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	7.216
873	2	0.08	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	28.864
873	3	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
873	4	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
873	5	0.3	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
873	6	0.3	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	12.3
874	1	0.1	0	-8.5	0.324	0.451	5.39	6.3	0.92	45.1
874	2	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
874	3	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
874	4	0.9	0	-25	0.365	0.485	5.3	13.1	0.92	436.5
874	5	0.2	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
875	1	0.4	0	-6	0.397	0.477	7.75	4.9	0.92	190.8
875	2	0.2	0	-7	0.188	0.395	4.05	4	0.92	79
875	3	0.1	0	-6	0.397	0.477	7.75	4.9	0.92	47.7
876	1	0.32	0	-25	0.365	0.485	5.3	13.1	0.92	155.2
876	2	0.28	0	-25	0.365	0.485	5.3	13.1	0.92	135.8
876	3	0.8	0	-25	0.365	0.485	5.3	13.1	0.92	388
876	4	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
876	5	0.2	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
876	6	0.4	0.4	-7	0.188	0.395	4.05	4	0.92	94.8
877	1	0.15	0.1	-7	0.188	0.395	4.05	4	0.92	53.325
877	2	0.35	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	142.065
877	3	0.5	0.1	-25	0.365	0.485	5.3	13.1	0.92	218.25
877	4	0.45	0	-25	0.365	0.485	5.3	13.1	0.92	218.25
877	5	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
877	6	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
878	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
878	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
878	3	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
878	4	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
878	5	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
879	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
879	2	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
879	3	0.6	0.2	-25	0.365	0.485	5.3	13.1	0.92	232.8
879	4	0.3	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
879	5	0.25	0.4	-7	0.188	0.395	4.05	4	0.92	59.25
880	1	0.3	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
880	2	0.2	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
880	3	0.15	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	58.725
880	4	0.35	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	137.025
880	5	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
881	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
881	2	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
881	3	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
881	4	0.6	0	-25	0.365	0.485	5.3	13.1	0.92	291
881	5	0.75	0	-8.5	0.324	0.451	5.39	6.3	0.92	338.25
882	1	0.05	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	20.295
882	2	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
882	3	0.15	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
882	4	0.35	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	129.15
882	5	0.25	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	92.25
883	1	0.29	0.1	-25	0.365	0.485	5.3	13.1	0.92	126.585
883	2	0.34	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	114.24
883	3	0.42	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	141.12
883	4	0.8	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	268.8
883	5	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
884	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
884	2	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
884	3	0.35	0.1	-25	0.365	0.485	5.3	13.1	0.92	152.775
884	4	0.4	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
884	5	0.4	0.6	-7	0.188	0.395	4.05	4	0.92	63.2
885	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
885	2	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
885	3	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
885	4	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
885	5	0.1	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	32.8
885	6	0.65	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	159.9
886	1	0.05	0.1	-25	0.365	0.485	5.3	13.1	0.92	21.825
886	2	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
886	3	0.2	0.4	-25	0.365	0.485	5.3	13.1	0.92	58.2
886	4	0.15	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	27.06
887	1	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
887	2	0.33	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	119.064
887	3	0.57	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	99.18
887	4	0.25	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	61.5
888	1	0.1	0.2	-25	0.365	0.485	5.3	13.1	0.92	38.8
888	2	0.25	0.2	-25	0.365	0.485	5.3	13.1	0.92	97
888	3	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
888	4	0.35	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	15.225
888	5	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
889	1	0.11	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	39.688
889	2	0.19	0.2	-25	0.365	0.485	5.3	13.1	0.92	73.72
889	3	0.2	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
889	4	0.25	0.4	-25	0.365	0.485	5.3	13.1	0.92	72.75
890	1	0.05	0.2	-25	0.365	0.485	5.3	13.1	0.92	19.4
890	2	0.2	0.2	-25	0.365	0.485	5.3	13.1	0.92	77.6
890	3	0.23	0.2	-25	0.365	0.485	5.3	13.1	0.92	89.24
890	4	0.47	0.6	-25	0.365	0.485	5.3	13.1	0.92	91.18
890	5	0.25	0.9	-25	0.365	0.485	5.3	13.1	0.92	12.125
891	1	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
891	2	0.08	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	27.84
891	3	0.44	0.4	-7	0.188	0.395	4.05	4	0.92	104.28
891	4	0.68	0.4	-7	0.188	0.395	4.05	4	0.92	161.16
892	1	0.04	0.1	-7	0.188	0.395	4.05	4	0.92	14.22
892	2	0.11	0.1	-7	0.188	0.395	4.05	4	0.92	39.105
892	3	0.32	0.1	-7	0.188	0.395	4.05	4	0.92	113.76
892	4	0.08	0.1	-7	0.188	0.395	4.05	4	0.92	28.44
892	5	1.45	0.4	-7	0.188	0.395	4.05	4	0.92	343.65
893	1	0.1	0.6	-25	0.365	0.485	5.3	13.1	0.92	19.4
893	2	0.2	0.6	-25	0.365	0.485	5.3	13.1	0.92	38.8
893	3	0.55	0.6	-25	0.365	0.485	5.3	13.1	0.92	106.7
893	4	0.5	0.9	-25	0.365	0.485	5.3	13.1	0.92	24.25
894	1	0.06	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	16.236
894	2	0.54	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	146.124
894	3	0.5	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	87
894	4	0.3	0.9	-25	0.365	0.485	5.3	13.1	0.92	14.55
895	1	0.08	0.6	-25	0.365	0.485	5.3	13.1	0.92	15.52
895	2	0.17	0.6	-25	0.365	0.485	5.3	13.1	0.92	32.98
895	3	0.1	0.6	-25	0.365	0.485	5.3	13.1	0.92	19.4
895	4	0.3	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
895	5	0.55	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	23.925
896	1	1	0.6	-25	0.365	0.485	5.3	13.1	0.92	194
897	1	0.06	0.4	-25	0.365	0.485	5.3	13.1	0.92	17.46
897	2	0.29	0.4	-25	0.365	0.485	5.3	13.1	0.92	84.39
897	3	0.15	0.6	-25	0.365	0.485	5.3	13.1	0.92	29.1
897	4	0.2	0.9	-25	0.365	0.485	5.3	13.1	0.92	9.7
898	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
898	2	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
898	3	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
898	4	0.2	0	-6	0.397	0.477	7.75	4.9	0.92	95.4
898	5	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
899	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
899	2	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
899	3	0.45	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
899	4	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
900	1	0.12	0.1	-25	0.365	0.485	5.3	13.1	0.92	52.38
900	2	0.33	0.2	-25	0.365	0.485	5.3	13.1	0.92	128.04
900	3	0.2	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
900	4	0.1	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
901	1	0.25	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
901	2	0.75	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
902	1	0.09	0	-25	0.365	0.485	5.3	13.1	0.92	43.65
902	2	0.23	0	-25	0.365	0.485	5.3	13.1	0.92	111.55
902	3	0.26	0	-25	0.365	0.485	5.3	13.1	0.92	126.1
902	4	0.32	0	-25	0.365	0.485	5.3	13.1	0.92	155.2
902	5	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
903	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
903	2	0.28	0	-25	0.365	0.485	5.3	13.1	0.92	135.8
903	3	0.67	0	-25	0.365	0.485	5.3	13.1	0.92	324.95
903	4	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
904	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
904	2	0.22	0.1	-25	0.365	0.485	5.3	13.1	0.92	96.03
904	3	0.63	0.1	-25	0.365	0.485	5.3	13.1	0.92	274.995
904	4	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
905	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
905	2	0.55	0	-25	0.365	0.485	5.3	13.1	0.92	266.75
905	3	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
905	4	0.05	0	-25	0.365	0.485	5.3	13.1	0.92	24.25
906	1	0.75	0	-25	0.365	0.485	5.3	13.1	0.92	363.75
907	1	0.08	0	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
907	2	0.37	0	-7.9	0.266	0.435	4.9	5.5	0.92	160.95
907	3	0.1	0	-8.5	0.324	0.451	5.39	6.3	0.92	45.1
907	4	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
907	5	0.55	0	-3.8	0.203	0.41	4.38	3.5	0.92	225.5
908	1	0.07	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	28.413
908	2	0.26	0.1	-25	0.365	0.485	5.3	13.1	0.92	113.49
908	3	0.13	0.2	-25	0.365	0.485	5.3	13.1	0.92	50.44
908	4	0.14	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	36.54
908	5	0.35	0.6	-7	0.188	0.395	4.05	4	0.92	55.3
908	6	0.45	0.6	-7	0.188	0.395	4.05	4	0.92	71.1
909	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
909	2	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
909	3	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
909	4	0.45	0	-8.5	0.324	0.451	5.39	6.3	0.92	202.95
910	1	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
910	2	0.4	0	-7.9	0.266	0.435	4.9	5.5	0.92	174
910	3	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
910	4	0.55	0	-7	0.188	0.395	4.05	4	0.92	217.25
911	1	0.11	0.1	-7	0.188	0.395	4.05	4	0.92	39.105
911	2	0.63	0.1	-7	0.188	0.395	4.05	4	0.92	223.965
911	3	0.31	0.4	-7	0.188	0.395	4.05	4	0.92	73.47
911	4	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
912	1	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
912	2	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
912	3	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
912	4	0.75	0	-6.3	0.317	0.42	7.12	4.2	0.92	315
913	1	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
913	2	0.22	0	-3.8	0.203	0.41	4.38	3.5	0.92	90.2
913	3	0.48	0	-7	0.188	0.395	4.05	4	0.92	189.6
913	4	0.25	0	-7	0.188	0.395	4.05	4	0.92	98.75
913	5	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
914	1	0.11	0.6	-25	0.365	0.485	5.3	13.1	0.92	21.34
914	2	0.41	0.9	-25	0.365	0.485	5.3	13.1	0.92	19.885
914	3	0.68	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	27.88
915	1	0.29	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	104.632
915	2	0.13	0.2	-25	0.365	0.485	5.3	13.1	0.92	50.44
915	3	0.78	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	203.58
915	4	0.3	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
916	1	0.28	0.1	-25	0.365	0.485	5.3	13.1	0.92	122.22
916	2	0.09	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	36.531
916	3	0.29	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	75.69
916	4	0.54	0.6	-7	0.188	0.395	4.05	4	0.92	85.32
917	1	0.08	0.6	-25	0.365	0.485	5.3	13.1	0.92	15.52
917	2	0.38	0.6	-25	0.365	0.485	5.3	13.1	0.92	73.72
917	3	0.26	0.4	-25	0.365	0.485	5.3	13.1	0.92	75.66
917	4	0.38	0.4	-25	0.365	0.485	5.3	13.1	0.92	110.58
917	5	0.3	0.4	-25	0.365	0.485	5.3	13.1	0.92	87.3
918	1	0.1	0.6	-25	0.365	0.485	5.3	13.1	0.92	19.4
918	2	0.5	0.6	-25	0.365	0.485	5.3	13.1	0.92	97
918	3	0.15	0.6	-25	0.365	0.485	5.3	13.1	0.92	29.1
918	4	0.25	0.6	-25	0.365	0.485	5.3	13.1	0.92	48.5
919	1	0.08	0	-25	0.365	0.485	5.3	13.1	0.92	38.8
919	2	0.12	0	-25	0.365	0.485	5.3	13.1	0.92	58.2
919	3	0.27	0	-25	0.365	0.485	5.3	13.1	0.92	130.95
919	4	0.18	0	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
919	5	0.35	0	-7.9	0.266	0.435	4.9	5.5	0.92	152.25
919	6	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
920	1	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
920	2	0.24	0.2	-25	0.365	0.485	5.3	13.1	0.92	93.12
920	3	0.41	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	100.86
920	4	0.55	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	135.3
921	1	0.08	0.2	-25	0.365	0.485	5.3	13.1	0.92	31.04
921	2	0.6	0.2	-25	0.365	0.485	5.3	13.1	0.92	232.8
921	3	0.62	0.6	-25	0.365	0.485	5.3	13.1	0.92	120.28
922	1	0.08	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	27.84
922	2	0.27	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	93.96
922	3	0.34	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	118.32
922	4	0.61	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	212.28
924	1	0.25	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
925	1	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
925	2	0.52	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	187.616
925	3	0.48	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	78.72
926	1	0.08	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	20.88
926	2	0.06	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	20.88
926	3	0.51	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	133.11
926	4	0.85	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	34.85
927	1	0.1	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	24.6
927	2	0.4	0.4	-7	0.188	0.395	4.05	4	0.92	94.8
927	3	0.35	0.4	-7	0.188	0.395	4.05	4	0.92	82.95
927	4	0.45	0.4	-7	0.188	0.395	4.05	4	0.92	106.65
928	1	0.2	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
928	2	0.4	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
928	3	0.7	0.6	-7	0.188	0.395	4.05	4	0.92	110.6
929	1	0.31	0.2	-25	0.365	0.485	5.3	13.1	0.92	120.28
929	2	0.99	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	332.64
930	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
930	2	0.67	0	-25	0.365	0.485	5.3	13.1	0.92	324.95
930	3	0.28	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	109.62
930	4	0.3	0.6	-7	0.188	0.395	4.05	4	0.92	47.4
931	1	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
931	2	0.55	0.1	-25	0.365	0.485	5.3	13.1	0.92	240.075
931	3	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
932	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
932	2	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
932	3	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
932	4	0.2	0	-6	0.397	0.477	7.75	4.9	0.92	95.4
932	5	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
934	1	0.18	0	-25	0.365	0.485	5.3	13.1	0.92	87.3
934	2	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
934	3	0.19	0	-7.9	0.266	0.435	4.9	5.5	0.92	82.65
934	4	0.68	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	118.32
935	1	0.8	0	-25	0.365	0.485	5.3	13.1	0.92	388
937	1	0.35	0.1	-25	0.365	0.485	5.3	13.1	0.92	152.775
937	2	0.25	0.9	-7	0.188	0.395	4.05	4	0.92	9.875
938	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
938	2	0.24	0	-25	0.365	0.485	5.3	13.1	0.92	116.4
938	3	0.09	0	-25	0.365	0.485	5.3	13.1	0.92	43.65
938	4	0.22	0	-25	0.365	0.485	5.3	13.1	0.92	106.7
939	1	0.08	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
939	2	0.37	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	144.855
939	3	0.1	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	40.59
939	4	0.1	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
939	5	0.55	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	135.3
940	1	0.4	0.2	-25	0.365	0.485	5.3	13.1	0.92	155.2
940	2	0.29	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	100.92
940	3	0.51	0.6	-7	0.188	0.395	4.05	4	0.92	80.58
941	1	0.33	0.1	-25	0.365	0.485	5.3	13.1	0.92	144.045
941	2	0.07	0.1	-25	0.365	0.485	5.3	13.1	0.92	30.555
941	3	0.5	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	82
942	1	0.33	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	114.84
942	2	0.11	0.6	-7	0.188	0.395	4.05	4	0.92	17.38
942	3	0.36	0.6	-7	0.188	0.395	4.05	4	0.92	56.88
943	1	0.27	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	93.96
943	2	0.26	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	101.79
943	3	0.23	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	75.44
943	4	0.24	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	88.56
944	1	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
944	2	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
944	3	0.5	0	-7	0.188	0.395	4.05	4	0.92	197.5
944	4	0.2	0	-7	0.188	0.395	4.05	4	0.92	79
944	5	0.4	0	-7	0.188	0.395	4.05	4	0.92	158
945	1	0.35	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	114.8
945	2	0.2	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
945	3	0.45	0.1	-7	0.188	0.395	4.05	4	0.92	159.975
946	1	0.2	0	-3.8	0.203	0.41	4.38	3.5	0.92	82
946	2	0.4	0	-3.8	0.203	0.41	4.38	3.5	0.92	164
946	3	0.2	0	-3.7	0.358	0.426	10.4	2.9	0.93	85.2
946	4	0.2	0	-7.7	0.425	0.482	11.4	4.3	0.94	96.4
947	1	0.08	0.1	-7	0.188	0.395	4.05	4	0.92	28.44
947	2	0.26	0.1	-7	0.188	0.395	4.05	4	0.92	92.43
947	3	0.36	0.1	-7	0.188	0.395	4.05	4	0.92	127.98
948	1	0.07	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	25.83
948	2	0.19	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	70.11
948	3	0.14	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	51.66
948	4	0.4	0.2	-7	0.188	0.395	4.05	4	0.92	126.4
948	5	0.5	0.2	-7	0.188	0.395	4.05	4	0.92	158
949	1	0.07	0	-7.9	0.266	0.435	4.9	5.5	0.92	30.45
949	2	0.38	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	148.77
949	3	0.15	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	56.7
949	4	0.8	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	139.2
949	5	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
950	1	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
950	2	0.04	0	-25	0.365	0.485	5.3	13.1	0.92	19.4
950	3	0.41	0	-3.7	0.358	0.426	10.4	2.9	0.93	174.66
950	4	0.6	0	-7.7	0.425	0.482	11.4	4.3	0.94	289.2
951	1	0.28	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	101.024
951	2	0.12	0.2	-7.7	0.425	0.482	11.4	4.3	0.94	46.272
951	3	0.4	0.4	-7.7	0.425	0.482	11.4	4.3	0.94	115.68
952	1	0.12	0	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
952	2	0.33	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	129.195
952	3	0.05	0	-7	0.188	0.395	4.05	4	0.92	19.75
952	4	0.5	0	-7	0.188	0.395	4.05	4	0.92	197.5
953	1	0.15	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	58.725
953	2	0.5	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	195.75
953	3	0.35	0.2	-7	0.188	0.395	4.05	4	0.92	110.6
954	1	0.43	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	168.345
954	2	0.4	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	147.6
954	3	0.12	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	44.28
954	4	0.05	0	-7	0.188	0.395	4.05	4	0.92	19.75
955	1	0.32	0.1	-25	0.365	0.485	5.3	13.1	0.92	139.68
955	2	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
955	3	0.71	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	116.44
955	4	0.7	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	114.8
956	1	0.3	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	117.45
956	2	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
956	3	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
956	4	0.4	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	162.36
956	5	0.4	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	156.6
957	1	0.08	0	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
957	2	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
957	3	0.16	0	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
957	4	0.08	0	-3.8	0.203	0.41	4.38	3.5	0.92	32.8
957	5	0.93	0	-7	0.188	0.395	4.05	4	0.92	367.35
957	6	0.5	0	-7	0.188	0.395	4.05	4	0.92	197.5
958	1	0.35	0	-7.9	0.266	0.435	4.9	5.5	0.92	152.25
958	2	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
958	3	0.1	0	-3.8	0.203	0.41	4.38	3.5	0.92	41
958	4	0.4	0.1	-7	0.188	0.395	4.05	4	0.92	142.2
958	5	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
